,ID,Count
0,18288,381.5000824717307
1,18289,304.4570248727696
2,18290,257.66441808396013
3,18291,212.8989033597485
4,18292,179.19765033929474
5,18293,160.41145598812233
6,18294,172.48587393811815
7,18295,200.03805504355435
8,18296,230.35630157493028
9,18297,297.67067317824666
10,18298,422.5097142401325
11,18299,468.4074175087851
12,18300,473.3700643023826
13,18301,418.658917274609
14,18302,447.6483676699945
15,18303,441.9942045199123
16,18304,430.71299650823767
17,18305,440.7467632493905
18,18306,451.59407864523143
19,18307,479.1869371834023
20,18308,460.4820976976983
21,18309,429.8113134159578
22,18310,431.37061500410994
23,18311,421.1741385320198
24,18312,366.99458510314713
25,18313,292.8808790839518
26,18314,247.86743320710502
27,18315,204.80400476247758
28,18316,172.3841497271537
29,18317,154.31224904260668
30,18318,165.9275702693041
31,18319,192.4321550336484
32,18320,221.59763315031893
33,18321,286.35255985434844
34,18322,406.44493777035177
35,18323,450.5975063861521
36,18324,455.37146210650167
37,18325,402.74055682887854
38,18326,430.6277626488436
39,18327,425.18858359041263
40,18328,414.3363126632795
41,18329,423.98857286289297
42,18330,434.42344875436703
43,18331,460.96716430330457
44,18332,442.9735251879432
45,18333,413.46891360480015
46,18334,414.9689270141996
47,18335,405.16014367621426
48,18336,251.9691262039306
49,18337,201.08454505910794
50,18338,170.17946066439066
51,18339,140.6132085261238
52,18340,118.35456255015458
53,18341,105.94685625375324
54,18342,113.92163969434907
55,18343,132.11901190242358
56,18344,152.1432856510727
57,18345,196.6023675049046
58,18346,279.0547326228882
59,18347,309.36876063683144
60,18348,312.64643693021503
61,18349,276.51139910561795
62,18350,295.65804368281476
63,18351,291.92364200428756
64,18352,284.47274944665077
65,18353,291.0997452310873
66,18354,298.26406499804574
67,18355,316.4883034052465
68,18356,304.13432950709705
69,18357,283.87721536602197
70,18358,284.9070863325222
71,18359,278.17262575158156
72,18360,250.83365756202127
73,18361,200.17838167819264
74,18362,169.41256733903515
75,18363,139.97955196936593
76,18364,117.82121191141869
77,18365,105.46941945505732
78,18366,113.40826549070502
79,18367,131.52363342381653
80,18368,151.45767018485867
81,18369,195.71640251947113
82,18370,277.79720594474577
83,18371,307.9746274278082
84,18372,311.2375332661541
85,18373,275.26533365488183
86,18374,294.32569617505544
87,18375,290.6081231297269
88,18376,283.1908071256182
89,18377,289.78793914850326
90,18378,296.9199737678385
91,18379,315.0620868307726
92,18380,302.76378463405604
93,18381,282.59795674788563
94,18382,283.6231867244151
95,18383,276.91907418224025
96,18384,399.08537934436174
97,18385,318.49101179266074
98,18386,269.54149359116116
99,18387,222.7125065316854
100,18388,187.4577897858647
101,18389,167.80564331580433
102,18390,180.43663316177253
103,18391,209.25883570754092
104,18392,240.97460583172335
105,18393,311.39184231718986
106,18394,441.98535552530524
107,18395,489.9987195102593
108,18396,495.19012016564886
109,18397,437.95705556319984
110,18398,468.28277851736016
111,18399,462.3679859673672
112,18400,450.5667691769739
113,18401,461.0630437261217
114,18402,472.41036756303833
115,18403,501.2751225731954
116,18404,481.70808103191143
117,18405,449.6235228830295
118,18406,451.25470068458634
119,18407,440.58821627788507
120,18408,389.3304747709904
121,18409,310.7060875926863
122,18410,262.9530499030827
123,18411,217.26871089055692
124,18412,182.8757305435532
125,18413,163.70394447605207
126,18414,176.02619311777704
127,18415,204.14389018682203
128,18416,235.08442692224776
129,18417,303.7804441955127
130,18418,431.1818403149506
131,18419,478.02160634778414
132,18420,483.08611280805525
133,18421,427.2520047009699
134,18422,456.8364714005856
135,18423,451.06625502371946
136,18424,439.55349716867744
137,18425,449.79320968397917
138,18426,460.863169159981
139,18427,489.0223785770612
140,18428,469.9336172056297
141,18429,438.63330678723423
142,18430,440.2246134619095
143,18431,429.8188515544681
144,18432,404.36977958040654
145,18433,322.70823964666096
146,18434,273.1105672933775
147,18435,225.66150462332095
148,18436,189.93997039147916
149,18437,170.02760439742678
150,18438,182.82584468447396
151,18439,212.0296900110087
152,18440,244.16541744709747
153,18441,315.5150680984669
154,18442,447.83780624876533
155,18443,496.4869285077816
156,18444,501.7470699396281
157,18445,443.7561664491907
158,18446,474.4834407150038
159,18447,468.4903287557689
160,18448,456.53284877955
161,18449,467.1681074122446
162,18450,478.6656843124551
163,18451,507.9126455523659
164,18452,488.0865113850647
165,18453,455.5771126997194
166,18454,457.22988937912464
167,18455,446.4221670929272
168,18456,385.09289524232383
169,18457,307.32427743002347
170,18458,260.0909968826372
171,18459,214.90389872929168
172,18460,180.8852610009438
173,18461,161.92214590433292
174,18462,174.11027581666218
175,18463,201.92193216910738
176,18464,232.52570362780227
177,18465,300.47401463258325
178,18466,426.48873906022294
179,18467,472.81868824970513
180,18468,477.8280712344469
181,18469,422.6016768534836
182,18470,451.8641381140784
183,18471,446.1567263527744
184,18472,434.7692765076787
185,18473,444.8975371872108
186,18474,455.8470081921105
187,18475,483.6997250608243
188,18476,464.81873099674965
189,18477,433.8591017303958
190,18478,435.4330881873502
191,18479,425.14058544274485
192,18480,370.58739787374026
193,18481,295.7481316412058
194,18482,250.29401200578224
195,18483,206.8090001320208
196,18484,174.07176038880277
197,18485,155.8229389588173
198,18486,167.55197214784815
199,18487,194.31603215920148
200,18488,223.7670352031909
201,18489,289.15590130868515
202,18490,410.42396259044233
203,18491,455.00877712707205
204,18492,459.829469038566
205,18493,406.6833164077533
206,18494,434.8435330929276
207,18495,429.3511054232747
208,18496,418.39259266272063
209,18497,428.1393468007134
210,18498,438.67637830124613
211,18499,465.4799521807266
212,18500,447.31015848699474
213,18501,417.51670191923836
214,18502,419.0314001974399
215,18503,409.12659058693947
216,18504,255.56193897452368
217,18505,203.95179761636186
218,18506,172.60603946306782
219,18507,142.61820389566697
220,18508,120.04217321180366
221,18509,107.45754616996383
222,18510,115.54604157289309
223,18511,134.0028890279766
224,18512,154.31268770394465
225,18513,199.40570895924122
226,18514,283.03375744297864
227,18515,313.78003137775136
228,18516,317.1044438622793
229,18517,280.45415868449265
230,18518,299.87381412689865
231,18519,296.0861638371497
232,18520,288.52902944609184
233,18521,295.25051916890766
234,18522,302.5169945449247
235,18523,321.0010912826684
236,18524,308.47096280614846
237,18525,287.92500368046
238,18526,288.9695595157625
239,18527,282.1390726623067
240,18528,254.42647033261443
241,18529,203.04563423544664
242,18530,171.83914613771233
243,18531,141.98454733890915
244,18532,119.50882257306776
245,18533,106.98010937126793
246,18534,115.03266736924908
247,18535,133.40751054936956
248,18536,153.6270722377307
249,18537,198.5197439738078
250,18538,281.7762307648363
251,18539,312.38589816872815
252,18540,315.6955401982185
253,18541,279.2080932337565
254,18542,298.54146661913944
255,18543,294.7706449625891
256,18544,287.2470871250594
257,18545,293.9387130863237
258,18546,301.1729033147176
259,18547,319.57487470819467
260,18548,307.1004179331075
261,18549,286.64574506232384
262,18550,287.6856599076554
263,18551,280.8855210929654
264,18552,402.67819211495487
265,18553,321.3582643499147
266,18554,271.9680723898383
267,18555,224.71750190122862
268,18556,189.1454004475138
269,18557,169.31633323201498
270,18558,182.0610350403166
271,18559,211.14271283309398
272,18560,243.14400788459534
273,18561,314.19518377152656
274,18562,445.96438034539574
275,18563,494.40999025117924
276,18564,499.64812709771314
277,18565,441.89981514207454
278,18566,472.49854896144416
279,18567,466.53050780022943
280,18568,454.62304917641507
281,18569,465.21381766394205
282,18570,476.6632971099174
283,18571,505.7879104506174
284,18572,486.04471433096296
285,18573,453.6713111974676
286,18574,455.3171738678267
287,18575,444.5546631886102
288,18576,392.9232875415835
289,18577,313.5733401499403
290,18578,265.3796287017599
291,18579,219.27370626010014
292,18580,184.5633412052023
293,18581,165.21463439226272
294,18582,177.6505949963211
295,18583,206.02776731237506
296,18584,237.25382897511975
297,18585,306.5837856498494
298,18586,435.1608651350411
299,18587,482.43287708870423
300,18588,487.5441197401195
301,18589,431.19476427984466
302,18590,461.0522418446696
303,18591,455.2287768565816
304,18592,443.6097771681186
305,18593,453.94398362179953
306,18594,465.11609870686016
307,18595,493.53516645448326
308,18596,474.2702505046812
309,18597,442.6810951016723
310,18598,444.2870866451498
311,18599,433.78529846519325
312,18600,407.96259235099967
313,18601,325.5754922039149
314,18602,275.5371460920546
315,18603,227.66649999286415
316,18604,191.62758105312824
317,18605,171.53829431363738
318,18606,184.45024656301797
319,18607,213.9135671365617
320,18608,246.33481949996946
321,18609,318.31840955280353
322,18610,451.8168310688559
323,18611,500.89819924870153
324,18612,506.20507687169237
325,18613,447.6989260280654
326,18614,478.69921115908767
327,18615,472.65285058863105
328,18616,460.58912877899104
329,18617,471.318881350065
330,18618,482.9186138593341
331,18619,512.4254334297879
332,18620,492.4231446841161
333,18621,459.62490101415744
334,18622,461.29236256236493
335,18623,450.3886140036523
336,18624,388.68570801291696
337,18625,310.19152998727753
338,18626,262.5175756813145
339,18627,216.90889409883493
340,18628,182.57287166259295
341,18629,163.43283582054357
342,18630,175.73467769520624
343,18631,203.80580929466043
344,18632,234.69510568067432
345,18633,303.27735608692
346,18634,430.46776388031356
347,18635,477.22995899062516
348,18636,482.2860781665113
349,18637,426.5444364323584
350,18638,456.0799085581625
351,18639,450.31924818563664
352,18640,438.8255565071199
353,18641,449.04831112503126
354,18642,460.0999377389895
355,18643,488.2125129382464
356,18644,469.1553642958013
357,18645,437.90689004483403
358,18646,439.4955613705906
359,18647,429.1070323534701
360,18648,374.1802106443334
361,18649,298.61538419845976
362,18650,252.72059080445942
363,18651,208.81399550156402
364,18652,175.75937105045188
365,18653,157.33362887502793
366,18654,169.1763740263922
367,18655,196.19990928475454
368,18656,225.9364372560629
369,18657,291.9592427630218
370,18658,414.4029874105329
371,18659,459.42004786799214
372,18660,464.28747597063034
373,18661,410.62607598662794
374,18662,439.0593035370116
375,18663,433.51362725613694
376,18664,422.44887266216176
377,18665,432.29012073853374
378,18666,442.92930784812523
379,18667,469.9927400581487
380,18668,451.64679178604626
381,18669,421.56449023367645
382,18670,423.0938733806803
383,18671,413.0930374976647
384,18672,259.1547517451168
385,18673,206.81905017361584
386,18674,175.032618261745
387,18675,144.6231992652102
388,18676,121.72978387345276
389,18677,108.96823608617444
390,18678,117.17044345143714
391,18679,135.88676615352966
392,18680,156.48208975681666
393,18681,202.20905041357787
394,18682,287.0127822630692
395,18683,318.1913021186714
396,18684,321.56245079434365
397,18685,284.3969182633673
398,18686,304.08958457098265
399,18687,300.2486856700118
400,18688,292.585309445533
401,18689,299.401293106728
402,18690,306.76992409180383
403,18691,325.5138791600905
404,18692,312.8075961052
405,18693,291.9727919948982
406,18694,293.03203269900285
407,18695,286.10551957303187
408,18696,258.0192831032075
409,18697,205.9128867927006
410,18698,174.2657249363895
411,18699,143.98954270845235
412,18700,121.19643323471685
413,18701,108.49079928747852
414,18702,116.65706924779309
415,18703,135.2913876749226
416,18704,155.79647429060265
417,18705,201.3230854281444
418,18706,285.7552555849268
419,18707,316.7971689096481
420,18708,320.1535471302828
421,18709,283.1508528126312
422,18710,302.75723706322333
423,18711,298.93316679545114
424,18712,291.3033671245005
425,18713,298.08948702414403
426,18714,305.4258328615966
427,18715,324.08766258561667
428,18716,311.4370512321589
429,18717,290.6935333767619
430,18718,291.74813309089575
431,18719,284.85196800369056
432,18720,406.271004885548
433,18721,324.22551690716864
434,18722,274.39465118851547
435,18723,226.72249727077178
436,18724,190.83301110916287
437,18725,170.82702314822558
438,18726,183.6854369188606
439,18727,213.02658995864698
440,18728,245.31340993746733
441,18729,316.9985252258632
442,18730,449.9434051654862
443,18731,498.82126099209927
444,18732,504.1061340297774
445,18733,445.84257472094924
446,18734,476.71431940552804
447,18735,470.6930296330915
448,18736,458.6793291758561
449,18737,469.3645916017624
450,18738,480.9162266567963
451,18739,510.30069832803935
452,18740,490.38134763001443
453,18741,457.71909951190577
454,18742,459.37964705106697
455,18743,448.5211100993354
456,18744,396.5161003121767
457,18745,316.44059270719424
458,18746,267.80620750043704
459,18747,221.27870162964336
460,18748,186.25095186685138
461,18749,166.72532430847332
462,18750,179.27499687486514
463,18751,207.9116444379281
464,18752,239.42323102799173
465,18753,309.38712710418605
466,18754,439.1398899551316
467,18755,486.84414782962415
468,18756,492.00212667218386
469,18757,435.1375238587193
470,18758,465.26801228875354
471,18759,459.39129868944383
472,18760,447.66605716755976
473,18761,458.0947575596199
474,18762,469.36902825373915
475,18763,498.04795433190526
476,18764,478.6068838037327
477,18765,446.7288834161104
478,18766,448.34955982839017
479,18767,437.7517453759184
480,18768,411.5554051215928
481,18769,328.4427447611689
482,18770,277.9637248907319
483,18771,229.67149536240737
484,18772,193.31519171477734
485,18773,173.04898422984797
486,18774,186.074648441562
487,18775,215.7974442621148
488,18776,248.50422155284144
489,18777,321.12175100714023
490,18778,455.79585588894645
491,18779,505.3094699896215
492,18780,510.66308380375676
493,18781,451.6416856069401
494,18782,482.91498160317167
