,ID,Count,prediction
0,18288,472.53121700087036,
1,18289,377.10463273164436,
2,18290,319.14667033933546,
3,18291,263.6994918872324,
4,18292,221.95665922247326,
5,18293,198.6878221043786,
6,18294,213.6433612264742,
7,18295,247.76986936358554,
8,18296,285.32246394753315,
9,18297,368.69896475791217,
10,18298,523.3263074834954,
11,18299,580.1758301430044,
12,18300,586.3226322976222,
13,18301,518.5566577241747,
14,18302,554.4633872503288,
15,18303,547.4600634840021,
16,18304,533.4870050341613,
17,18305,545.9149656746446,
18,18306,559.3505987994915,
19,18307,593.5274905608212,
20,18308,570.3594206911625,
21,18309,532.3701680306576,
22,18310,534.3015402923545,
23,18311,521.6720451549988,
24,18312,357.4973537887828,
25,18313,285.3015916254383,
26,18314,241.45302153995743,
27,18315,199.50400556278706,
28,18316,167.923124384154,
29,18317,150.31889550747064,
30,18318,161.63363084827665,
31,18319,187.45231946424207,
32,18320,215.86304177984206,
33,18321,278.9422148280513,
34,18322,395.9267945953714,
35,18323,438.9367655427354,
36,18324,443.5871789450206,
37,18325,392.318277091959,
38,18326,419.4838067479309,
39,18327,414.1853849207371,
40,18328,403.61395336144415,
41,18329,413.01642854639204,
42,18330,423.1812665841737,
43,18331,449.03807334278093,
44,18332,431.5100807513806,
45,18333,402.76900119955303,
46,18334,404.2301966674841,
47,18335,394.6752489119697,
48,18336,352.03122929406084,
49,18337,280.93933830568824,
50,18338,237.76121162478825,
51,18339,196.4535949232549,
52,18340,165.35558453050584,
53,18341,148.02052381871576,
54,18342,159.16225717407428,
55,18343,184.58617876653688,
56,18344,212.56250193619582,
57,18345,274.67719620085205,
58,18346,389.87308503048007,
59,18347,432.2254347305227,
60,18348,436.80474344255106,
61,18349,386.3197416583052,
62,18350,413.06991112911516,
63,18351,407.8525020227878,
64,18352,397.4427073550079,
65,18353,406.70141895856204,
66,18354,416.71083690835053,
67,18355,442.172293818125,
68,18356,424.9123037409579,
69,18357,396.6106744879312,
70,18358,398.04952831821333,
71,18359,388.6406754454125,
72,18360,500.9216659339702,
73,18361,399.76169629234334,
74,18362,338.3215246567828,
75,18363,279.54298897008243,
76,18364,235.29217859622395,
77,18365,210.62531165879426,
78,18366,226.47940404983092,
79,18367,262.65628865239785,
80,18368,302.4651045831756,
81,18369,390.8510020287684,
82,18370,554.7686085916791,
83,18371,615.0337436210541,
84,18372,621.5498557099024,
85,18373,549.712390468092,
86,18374,587.7764550745336,
87,18375,580.3523601536327,
88,18376,565.5397774817155,
89,18377,578.7144303389495,
90,18378,592.9572982927159,
91,18379,629.1875936501096,
92,18380,604.6275482223327,
93,18381,564.3558390830578,
94,18382,566.4032513514119,
95,18383,553.0149554748718,
96,18384,494.8744739655521,
97,18385,394.9357207286932,
98,18386,334.2372628933534,
99,18387,276.16830938904326,
100,18388,232.45170059456717,
101,18389,208.08261530599458,
102,18390,223.74531501691058,
103,18391,259.4854675296344,
104,18392,298.81370621981705,
105,18393,386.13259753350724,
106,18394,548.0713692779212,
107,18395,607.608975702907,
108,18396,614.0464244330533,
109,18397,543.0761904818515,
110,18398,580.6807407142358,
111,18399,573.3462704397249,
112,18400,558.7125072061688,
113,18401,571.7281139283219,
114,18402,585.7990401144335,
115,18403,621.5919586003556,
116,18404,597.3284052581783,
117,18405,557.5428614669474,
118,18406,559.565557106201,
119,18407,546.3388864912565,
120,18408,506.1565300216149,
121,18409,403.9393917083219,
122,18410,341.8571417401462,
123,18411,282.46434305282884,
124,18412,237.75109115601606,
125,18413,212.8264440013049,
126,18414,228.84621902207036,
127,18415,265.4011688729346,
128,18416,305.62600542142536,
129,18417,394.9355765506658,
130,18418,560.5661982420577,
131,18419,621.4611319257075,
132,18420,628.0453404126253,
133,18421,555.4571402904605,
134,18422,593.918992052837,
135,18423,586.4173118915129,
136,18424,571.4499308502141,
137,18425,584.762264949446,
138,18426,599.1539774891563,
139,18427,635.7628962620448,
140,18428,610.9461869513809,
141,18429,570.2536197453499,
142,18430,572.3224284229333,
143,18431,558.7942186356062,
144,18432,491.95175566708497,
145,18433,392.6032386177399,
146,18434,332.2632646055452,
147,18435,274.53726512676786,
148,18436,231.07884570998723,
149,18437,206.85368372972164,
150,18438,222.42387986355544,
151,18439,257.9529517826453,
152,18440,297.04891871723464,
153,18441,383.85210648412567,
154,18442,544.8344712277583,
155,18443,604.0204497937623,
156,18444,610.4198790862756,
157,18445,539.8687938532398,
158,18446,577.2512523980308,
159,18447,569.9600993516426,
160,18448,555.412762817842,
161,18449,568.3514996387703,
162,18450,582.339323228963,
163,18451,617.9208494865165,
164,18452,593.8005961831768,
165,18453,554.2500249819066,
166,18454,556.2607746229968,
167,18455,543.112220448216,
168,18456,480.6116092212681,
169,18457,383.55320846795416,
170,18458,324.60415162182835,
171,18459,268.2088136973183,
172,18460,225.75216901721228,
173,18461,202.08542944598423,
174,18462,217.2967117182172,
175,18463,252.0067909738901,
176,18464,290.2015435406644,
177,18465,375.0038016434149,
178,18466,532.2753074047246,
179,18467,590.0969699443178,
180,18468,596.3488838259993,
181,18469,527.4240955402506,
182,18470,563.9448383791432,
183,18471,556.8217561696866,
184,18472,542.609755214608,
185,18473,555.2502368333076,
186,18474,568.915622367037,
187,18475,603.6769468184616,
188,18476,580.112697638736,
189,18477,541.4738200421159,
190,18478,543.4382192125896,
191,18479,530.5927568108843,
192,18480,365.55792052307675,
193,18481,291.734345586621,
194,18482,246.89711272746766,
195,18483,204.00226361576244,
196,18484,171.70932178109845,
197,18485,153.70816671695545,
198,18486,165.27801773436397,
199,18487,191.67884565954483,
200,18488,220.73015040398622,
201,18489,285.231582606034,
202,18490,404.8538378752962,
203,18491,448.8335635282184,
204,18492,453.5888307627738,
205,18493,401.1639583818163,
206,18494,428.9419948503387,
207,18495,423.52410841096827,
208,18496,412.7143205990833,
209,18497,422.3287953356155,
210,18498,432.7228220778127,
211,18499,459.1626276032769,
212,18500,441.2394277397001,
213,18501,411.8503171261375,
214,18502,413.3444584703284,
215,18503,403.5740733326634,
216,18504,360.1109653611694,
217,18505,287.3873903973451,
218,18506,243.21824974261818,
219,18507,200.9625505622123,
220,18508,169.15078611789943,
221,18509,151.41785526390797,
222,18510,162.81531100225482,
223,18511,188.82275632546683,
224,18512,217.44118533270233,
225,18513,280.98152111374895,
226,18514,398.82135826473996,
227,18515,442.14576890404766,
228,18516,446.83018080773655,
229,18517,395.1864594105116,
230,18518,422.55059233424583,
231,18519,417.2134345095511,
232,18520,406.564716739417,
233,18521,416.03593206381504,
234,18522,426.27508376586695,
235,18523,452.32092590796185,
236,18524,434.66478869173534,
237,18525,405.7135872541835,
238,18526,407.1854653113535,
239,18527,397.56066271142504,
240,18528,508.9828671559467,
241,18529,406.1949566078914,
242,18530,343.76604437604703,
243,18531,284.04160110353644,
244,18532,239.07867402377724,
245,18533,214.01484965483462,
246,18534,230.12407780390978,
247,18535,266.8831475388003,
248,18536,307.33259632187895,
249,18537,397.14086487446997,
250,18538,563.6963545640064,
251,18539,624.9313206332017,
252,18540,631.5522948078919,
253,18541,558.558768045941,
254,18542,597.2353876784198,
255,18543,589.6918187416828,
256,18544,574.640861054956,
257,18545,588.0275301513234,
258,18546,602.4996048500991,
259,18547,639.3129448651104,
260,18548,614.3576610564079,
261,18549,573.4378698456194,
262,18550,575.5182305835685,
263,18551,561.9144803667198,
264,18552,502.9535965887105,
265,18553,401.38328325998395,
266,18554,339.69388669232546,
267,18555,280.67692269113036,
268,18556,236.24661403598247,
269,18557,211.47968881300608,
270,18558,227.39809149150534,
271,18559,263.72172343166227,
272,18560,303.6920192083313,
273,18561,392.4364437983461,
274,18562,557.0189631256226,
275,18563,617.5285566873509,
276,18564,624.0711006293283,
277,18565,551.9422350394983,
278,18566,590.1607021103923,
279,18567,582.7064922092873,
280,18568,567.8338240133173,
281,18569,581.0619183222326,
282,18570,595.3625608183573,
283,18571,631.7398201678751,
284,18572,607.080149763619,
285,18573,566.6450831058262,
286,18574,568.7008004646442,
287,18575,555.2581965182875,
288,18576,514.2183244205492,
289,18577,410.3731254101157,
290,18578,347.3020620899808,
291,18579,286.9632862130103,
292,18580,241.5378652097662,
293,18581,216.21623141375127,
294,18582,232.49116096651312,
295,18583,269.628338789322,
296,18584,310.4938553305629,
297,18585,401.2259022308266,
298,18586,569.4946011553357,
299,18587,631.3594372430371,
300,18588,638.048515531988,
301,18589,564.304168821833,
302,18590,603.3786206846117,
303,18591,595.757457716053,
304,18592,580.5516841193122,
305,18593,594.0760500587209,
306,18594,608.6969862094329,
307,18595,645.8889925428073,
308,18596,620.6770157679221,
309,18597,579.3363188017835,
310,18598,581.4380783734484,
311,18599,567.6943983917796,
312,18600,500.03030477710223,
313,18601,399.0503434555394,
314,18602,337.71950105485064,
315,18603,279.04555837566375,
316,18604,234.87348976166436,
317,18605,210.25051608848122,
318,18606,226.07639703829702,
319,18607,262.18890696533236,
320,18608,301.92688540866493,
321,18609,390.1555052574681,
322,18610,553.7814299121019,
323,18611,613.9393266163418,
324,18612,620.4438436602863,
325,18613,548.734209036473,
326,18614,586.7305408396238,
327,18615,579.3196566666052,
328,18616,564.5334321295513,
329,18617,577.684641453373,
330,18618,591.902165046694,
331,18619,628.0679906872047,
332,18620,603.5516484409709,
333,18621,563.3516004808557,
334,18622,565.3953694973957,
335,18623,552.0308973196745,
336,18624,488.6739581773416,
337,18625,389.987384735358,
338,18626,330.04944651848257,
339,18627,272.7080663321557,
340,18628,229.53920355671565,
341,18629,205.47545003614727,
342,18630,220.9419043920234,
343,18631,256.23425167011385,
344,18632,295.0697283009264,
345,18633,381.2945600243915,
346,18634,541.204324487669,
347,18635,599.9959561492523,
348,18636,606.3527470467825,
349,18637,536.271732643684,
350,18638,573.405117722699,
351,18639,566.1625444869884,
352,18640,551.712134577849,
353,18641,564.5646626220354,
354,18642,578.4592875346693,
355,18643,613.8037396561824,
356,18644,589.8441958224583,
357,18645,550.5571438819856,
358,18646,552.5544962131767,
359,18647,539.4935487953012,
360,18648,373.63593345257584,
361,18649,298.1810225243155,
362,18650,252.35298704148784,
363,18651,208.51025764520983,
364,18652,175.50371397886147,
365,18653,157.10477362491818,
366,18654,168.93029248827918,
367,18655,195.91451969810396,
368,18656,225.60779334041146,
369,18657,291.5345630171713,
370,18658,413.80020274200285,
371,18659,458.75178202608635,
372,18660,463.61213003730495,
373,18661,410.0287851595274,
374,18662,438.4206541430935,
375,18663,432.8830445237543,
376,18664,421.834384563826,
377,18665,431.6613177012622,
378,18666,442.2850292011931,
379,18667,469.3090953291429,
380,18668,450.98983281144865,
381,18669,420.95128854539377,
382,18670,422.47844707350885,
383,18671,412.4921582635741,
384,18672,368.1738327698367,
385,18673,293.82198041704277,
386,18674,248.6638948011519,
387,18675,205.4620925233009,
388,18676,172.93806418418274,
389,18677,154.80809385070916,
390,18678,166.46073808164266,
391,18679,193.05048887025174,
392,18680,222.30968314354428,
393,18681,287.27268402447464,
394,18682,407.7509495317209,
395,18683,452.0453916672732,
396,18684,456.8346873309697,
397,18685,404.03466546480905,
398,18686,432.0114800248715,
399,18687,426.5548234900043,
400,18688,415.6676814348258,
401,18689,425.3509568204412,
402,18690,435.8193626427282,
403,18691,462.4483699531711,
404,18692,444.3969126633642,
405,18693,414.7974952008476,
406,18694,416.3023285378014,
407,18695,406.462027064852,
408,18696,517.0603788081248,
409,18697,412.6412335000582,
410,18698,349.2215801283338,
411,18699,288.549315391519,
412,18700,242.87283076230392,
413,18701,217.41124578794145,
414,18702,233.77612591762028,
415,18703,271.11855873458444,
416,18704,312.209936578449,
417,18705,403.4434541571005,
418,18706,572.6421642682179,
419,18707,634.8489236606513,
420,18708,641.5749720912661,
421,18709,567.423044720965,
422,18710,606.7134587773975,
423,18711,599.0501740900577,
424,18712,583.7603590783874,
425,18713,597.3594733916517,
426,18714,612.0612185951809,
427,18715,649.4587829566585,
428,18716,624.107461071322,
429,18717,582.5382765083432,
430,18718,584.6516523813506,
431,18719,570.8320118900336,
432,18720,511.01694869663226,
433,18721,407.818260095045,
434,18722,345.1398591157986,
435,18723,285.1767351421729,
436,18724,240.03411977447746,
437,18725,214.8701312039916,
438,18726,231.04373771573313,
439,18727,267.94971012657874,
440,18728,308.5608096889073,
441,18729,398.7279849023148,
442,18730,565.9490911949607,
443,18731,627.4287745663747,
444,18732,634.0762085734465,
445,18733,560.7909730036812,
446,18734,599.6221585422584,
447,18735,592.0484427473161,
448,18736,576.9373359334265,
449,18737,590.3775030515493,
450,18738,604.9074134495199,
451,18739,641.8678730243582,
452,18740,616.8128587818566,
453,18741,575.7295371315945,
454,18742,577.8182117513028,
455,18743,564.1600959772109,
456,18744,522.295367427062,
457,18745,416.81902829852345,
458,18746,352.7572813198914,
459,18747,291.4707389698614,
460,18748,245.33180181674925,
461,18749,219.61243049281546,
462,18750,236.14299719361898,
463,18751,273.8635042526105,
464,18752,315.37091261083185,
465,18753,407.5281258462474,
466,18754,578.4398918364717,
467,18755,641.2764648653533,
468,18756,648.0706113139711,
469,18757,573.1679312042112,
470,18758,612.8561418794695,
471,18759,605.1152701060446,
472,18760,589.6706530425204,
473,18761,603.4074518730584,
474,18762,618.2580452033701,
475,18763,656.0342419873506,
476,18764,630.4262501133935,
477,18765,588.4361974719375,
478,18766,590.5709702631698,
479,18767,576.6114125326774,
480,18768,508.0941100288518,
481,18769,405.4856819230823,
482,18770,343.1657795307889,
483,18771,283.5456237069243,
484,18772,238.66120835020297,
485,18773,213.64114901536578,
486,18774,229.72224814035513,
487,18775,266.4171312644176,
488,18776,306.7959495052663,
489,18777,396.4473999331252,
490,18778,562.7120598362967,
491,18779,623.8401008672771,
492,18780,630.4495138709225,
493,18781,557.5834442815558,
494,18782,596.1925289859093,
495,18783,588.6621322030677,
496,18784,573.6374556483335,
497,18785,587.0007496994191,
498,18786,601.447554078971,
499,18787,638.1966127194572,
500,18788,613.2849044174661,
501,18789,572.4365650342825,
502,18790,574.5132931638432,
503,18791,560.9332970470646,
504,18792,496.7505630459883,
505,18793,396.43293796682633,
506,18794,335.5043698309255,
507,18795,277.2152745829752,
508,18796,233.33293436223298,
509,18797,208.87146488895237,
510,18798,224.59354252587525,
511,18799,260.46918739755006,
512,18800,299.94652102602726,
513,18801,387.59644177673147,
514,18802,550.1491299329871,
515,18803,609.9124458240403,
516,18804,616.3742991818324,
517,18805,545.1350142127333,
518,18806,582.8821248109823,
519,18807,575.5198492639898,
520,18808,560.8306088440916,
521,18809,573.8955582560202,
522,18810,588.0198278905378,
523,18811,623.9484387733423,
524,18812,599.5929013223201,
525,18813,559.6565289307215,
526,18814,561.6868926906834,
527,18815,548.4100792342374,
528,18816,381.70016234739205,
529,18817,304.6166990811894,
530,18818,257.79955164513416,
531,18819,213.01055939357337,
532,18820,179.29163156039016,
533,18821,160.49558468335306,
534,18822,172.5763351301244,
535,18823,200.14296613275084,
536,18824,230.4771132399719,
537,18825,297.826788246143,
538,18826,422.73130184908706,
539,18827,468.6530764277736,
540,18828,473.618325909546,
541,18829,418.8784853113184,
542,18830,447.8831393879011,
543,18831,442.2260108799802,
544,18832,430.93888637496786,
545,18833,440.9779153818297,
546,18834,451.83091971357226,
547,18835,479.438249482443,
548,18836,460.7236001378936,
549,18837,430.03673038989115,
550,18838,431.5968497625792,
551,18839,421.3950256907415,
552,18840,376.25002802268654,
553,18841,300.2672067536753,
554,18842,254.11854145987758,
555,18843,209.96907218503753,
556,18844,176.73160258557823,
557,18845,158.20393647008788,
558,18846,170.1121910177922,
559,18847,197.28520981726956,
560,18848,227.18622853559236,
561,18849,293.5742461684695,
562,18850,416.6953013292908,
563,18851,461.9613784140505,
564,18852,466.8557312096258,
565,18853,412.89749752070253,
566,18854,441.48800647409007,
567,18855,435.91165369880355,
568,18856,424.78569324547414,
569,18857,434.6813792255987,
570,18858,445.37941812303075,
571,18859,472.59255456837366,
572,18860,454.14512374461367,
573,18861,423.89641876212454,
574,18862,425.43426185363046,
575,18863,415.3781052900447,
576,18864,525.1250037660366,
577,18865,419.07722613600345,
578,18866,354.6684122322291,
579,18867,293.0498381657815,
580,18868,246.66093438199977,
581,18869,220.8022233812232,
582,18870,237.42234762964745,
583,18871,275.34721284334455,
584,18872,317.07949562770847,
585,18873,409.7359884197362,
586,18874,581.5737020134912,
587,18875,644.7507043502853,
588,18876,651.58165940354,
589,18877,576.2731795131517,
590,18878,616.1764087586662,
591,18879,608.3935993127451,
592,18880,592.8653080441446,
593,18881,606.6765286436208,
594,18882,621.6075779403518,
595,18883,659.588434588912,
596,18884,633.8417064578604,
597,18885,591.624164571353,
598,18886,593.7705029077583,
599,18887,579.7353165688315,
600,18888,519.0927609991986,
601,18889,414.2631808173162,
602,18890,350.5942471306431,
603,18891,289.6835010957109,
604,18892,243.82747829703632,
605,18893,218.26581280214026,
606,18894,234.69501751033596,
607,18895,272.1842302751344,
608,18896,313.4371238489975,
609,18897,405.0292482440972,
610,18898,574.8930188767249,
611,18899,637.3442911251715,
612,18900,644.0967772826108,
613,18901,569.653384809204,
614,18902,609.0982356414579,
615,18903,601.4048292817525,
616,18904,586.0549153938036,
