,ID,Count
0,18288,348.7611095085663
1,18289,278.32961163297375
2,18290,235.55257904433068
3,18291,194.6286807274935
4,18292,163.81954873703495
5,18293,146.64551841203772
6,18294,157.68375298757738
7,18295,182.8715044277751
8,18296,210.58794744956776
9,18297,272.125640375189
10,18298,386.25144131510103
11,18299,428.21036780381655
12,18300,432.7471379943247
13,18301,382.7311059760183
14,18302,409.2327853948882
15,18303,404.0638423089813
16,18304,393.75074723110515
17,18305,402.92345198786995
18,18306,412.83988956275095
19,18307,438.0648276438546
20,18308,420.96517060066856
21,18309,392.9264433576926
22,18310,394.35193125908177
23,18311,385.03047993869404
24,18312,350.31230597434336
25,18313,279.5675475670994
26,18314,236.60025413813085
27,18315,195.49433722832512
28,18316,164.54817442980257
29,18317,147.2977585950195
30,18318,158.38508829611982
31,18319,183.68486814186414
32,18320,211.52458651542952
33,18321,273.33598269859806
34,18322,387.96938478509844
35,18323,430.1149333962427
36,18324,434.67188193145074
37,18325,384.43339193264205
38,18326,411.05294375852895
39,18327,405.86101059136575
40,18328,395.50204561515545
41,18329,404.7155481180347
42,18330,414.6760913643907
43,18331,440.01322324730904
44,18332,422.83751148687327
45,18333,394.6740754578017
46,18334,396.1059035494653
47,18335,386.742992897891
48,18336,351.8635024401204
49,18337,280.805483501225
50,18338,237.64792923193102
51,18339,196.35999372915674
52,18340,165.2768001225702
53,18341,147.94999877800126
54,18342,159.08642360466226
55,18343,184.49823185595318
56,18344,212.46122558129127
57,18345,274.54632502200707
58,18346,389.68732825509585
59,18347,432.01949898866883
60,18348,436.59662586857667
61,18349,386.13567788926576
62,18350,412.8731021221697
63,18351,407.6581788737502
64,18352,397.25334399920587
65,18353,406.50764424819954
66,18354,416.51229316603053
67,18355,441.9616188507635
68,18356,424.7098523730779
69,18357,396.4217075579106
70,18358,397.8598758398489
71,18359,388.45550585708804
72,18360,353.41469890589747
73,18361,282.0434194353506
74,18362,238.69560432573115
75,18363,197.22565022998836
76,18364,166.00542581533782
77,18365,148.60223896098307
78,18366,159.7877589132047
79,18367,185.3115955700422
80,18368,213.39786464715303
81,18369,275.75666734541613
82,18370,391.40527172509314
83,18371,433.9240645810949
84,18372,438.5213698057026
85,18373,387.83796384588953
86,18374,414.69326048581047
87,18375,409.4553471561346
88,18376,399.0046423832562
89,18377,408.2997403783643
90,18378,418.3484949676704
91,18379,443.91001445421796
92,18380,426.58219325928263
93,18381,398.16933965801957
94,18382,399.6138481302324
95,18383,390.168018816285
96,18384,354.96589537167455
97,18385,283.2813553694762
98,18386,239.74327941953135
99,18387,198.09130673081998
100,18388,166.73405150810544
101,18389,149.25447914396486
102,18390,160.48909422174714
103,18391,186.12495928413125
104,18392,214.33450371301478
105,18393,276.96700966882514
106,18394,393.1232151950905
107,18395,435.8286301735211
108,18396,440.44611374282863
109,18397,389.5402498025133
110,18398,416.5134188494513
111,18399,411.25251543851897
112,18400,400.75594076730664
113,18401,410.0918365085291
114,18402,420.18469676931016
115,18403,445.8584100576724
116,18404,428.45453414548734
117,18405,399.9169717581286
118,18406,401.367820420616
119,18407,391.88053177548204
120,18408,356.51709183745163
121,18409,284.5192913036018
122,18410,240.79095451333154
123,18411,198.9569632316516
124,18412,167.46267720087303
125,18413,149.90671932694664
126,18414,161.19042953028958
127,18415,186.93832299822026
128,18416,215.27114277887657
129,18417,278.1773519922342
130,18418,394.84115866508785
131,18419,437.73319576594713
132,18420,442.3708576799545
133,18421,391.242535759137
134,18422,418.33357721309204
135,18423,413.04968372090343
136,18424,402.507239151357
137,18425,411.8839326386938
138,18426,422.02089857094995
139,18427,447.8068056611269
140,18428,430.326875031692
141,18429,401.6646038582376
142,18430,403.12179271099944
143,18431,393.5930447346791
144,18432,358.06828830322866
145,18433,285.7572272377274
146,18434,241.83862960713168
147,18435,199.82261973248322
148,18436,168.19130289364065
149,18437,150.55895950992843
150,18438,161.89176483883202
151,18439,187.75168671230932
152,18440,216.20778184473835
153,18441,279.3876943156432
154,18442,396.55910213508525
155,18443,439.6377613583733
156,18444,444.2956016170805
157,18445,392.9448217157608
158,18446,420.1537355767328
159,18447,414.84685200328784
160,18448,404.2585375354074
161,18449,413.6760287688586
162,18450,423.8571003725898
163,18451,449.75520126458133
164,18452,432.1992159178967
165,18453,403.4122359583467
166,18454,404.87576500138306
167,18455,395.3055576938761
168,18456,359.6194847690057
169,18457,286.99516317185305
170,18458,242.88630470093184
171,18459,200.68827623331484
172,18460,168.91992858640828
173,18461,151.2111996929102
174,18462,162.59310014737443
175,18463,188.56505042639833
176,18464,217.14442091060005
177,18465,280.5980366390523
178,18466,398.27704560508266
179,18467,441.5423269507994
180,18468,446.22034555420646
181,18469,394.64710767238455
182,18470,421.97389394037356
183,18471,416.64402028567224
184,18472,406.0098359194577
185,18473,415.4681248990234
186,18474,425.69330217422964
187,18475,451.7035968680357
188,18476,434.0715568041013
189,18477,405.1598680584557
190,18478,406.62973729176656
191,18479,397.0180706530731
192,18480,361.17068123478276
193,18481,288.2330991059787
194,18482,243.933979794732
195,18483,201.55393273414649
196,18484,169.6485542791759
197,18485,151.863439875892
198,18486,163.29443545591687
199,18487,189.3784141404874
200,18488,218.08105997646183
201,18489,281.8083789624613
202,18490,399.99498907508
203,18491,443.44689254322554
204,18492,448.1450894913324
205,18493,396.3493936290082
206,18494,423.7940523040144
207,18495,418.44118856805665
208,18496,407.76113430350813
209,18497,417.2602210291882
210,18498,427.5295039758694
211,18499,453.6519924714902
212,18500,435.943897690306
213,18501,406.90750015856474
214,18502,408.3837095821501
215,18503,398.7305836122701
216,18504,362.72187770055984
217,18505,289.47103504010425
218,18506,244.9816548885322
219,18507,202.4195892349781
220,18508,170.37717997194352
221,18509,152.51568005887378
222,18510,163.9957707644593
223,18511,190.1917778545764
224,18512,219.0176990423236
225,18513,283.01872128587036
226,18514,401.71293254507736
227,18515,445.35145813565174
228,18516,450.0698334284584
229,18517,398.051679585632
230,18518,425.61421066765513
231,18519,420.23835685044105
232,18520,409.51243268755843
233,18521,419.052317159353
234,18522,429.3657057775093
235,18523,455.6003880749446
236,18524,437.8162385765107
237,18525,408.6551322586737
238,18526,410.1376818725337
239,18527,400.4430965714671
240,18528,364.2730741663369
241,18529,290.7089709742298
242,18530,246.02932998233234
243,18531,203.28524573580972
244,18532,171.1058056647111
245,18533,153.16792024185557
246,18534,164.69710607300175
247,18535,191.00514156866544
248,18536,219.95433810818537
249,18537,284.2290636092794
250,18538,403.4308760150748
251,18539,447.2560237280778
252,18540,451.9945773655843
253,18541,399.7539655422556
254,18542,427.4343690312959
255,18543,422.03552513282546
256,18544,411.26373107160885
257,18545,420.8444132895178
258,18546,431.20190757914906
259,18547,457.5487836783991
260,18548,439.6885794627153
261,18549,410.40276435878263
262,18550,411.89165416291723
263,18551,402.1556095306641
264,18552,365.82427063211395
265,18553,291.9469069083555
266,18554,247.07700507613254
267,18555,204.15090223664134
268,18556,171.83443135747873
269,18557,153.82016042483735
270,18558,165.3984413815442
271,18559,191.81850528275447
272,18560,220.89097717404712
273,18561,285.43940593268843
274,18562,405.1488194850722
275,18563,449.16058932050396
276,18564,453.9193213027103
277,18565,401.4562514988794
278,18566,429.25452739493664
279,18567,423.8326934152099
280,18568,413.0150294556592
281,18569,422.63650941968257
282,18570,433.0381093807889
283,18571,459.4971792818535
284,18572,441.56092034892004
285,18573,412.1503964588917
286,18574,413.6456264533008
287,18575,403.8681224898611
288,18576,367.375467097891
289,18577,293.1848428424811
290,18578,248.12468016993267
291,18579,205.01655873747293
292,18580,172.56305705024636
293,18581,154.4724006078191
294,18582,166.09977669008663
295,18583,192.63186899684348
296,18584,221.82761623990888
297,18585,286.64974825609744
298,18586,406.8667629550695
299,18587,451.06515491293
300,18588,455.84406523983614
301,18589,403.1585374555031
302,18590,431.0746857585774
303,18591,425.62986169759427
304,18592,414.76632783970956
305,18593,424.42860554984725
306,18594,434.87431118242864
307,18595,461.4455748853079
308,18596,443.43326123512463
309,18597,413.89802855900064
310,18598,415.39959874368424
311,18599,405.5806354490581
312,18600,368.92666356366806
313,18601,294.42277877660666
314,18602,249.17235526373284
315,18603,205.88221523830455
316,18604,173.29168274301395
317,18605,155.1246407908009
318,18606,166.80111199862904
319,18607,193.44523271093252
320,18608,222.76425530577063
321,18609,287.8600905795065
322,18610,408.5847064250668
323,18611,452.9697205053561
324,18612,457.7688091769621
325,18613,404.8608234121269
326,18614,432.89484412221816
327,18615,427.4270299799786
328,18616,416.51762622375986
329,18617,426.2207016800121
330,18618,436.71051298406843
331,18619,463.39397048876236
332,18620,445.30560212132934
333,18621,415.6456606591097
334,18622,417.1535710340678
